wavelength,PC,PH,PI,PK,PE,PN
1015.8141,37.08,86,177.98,431.38,162.3,140.26
1016.1584,37.8,86.02,176,427.7,160.72,138.78
1016.5027,38.04,83.92,174.26,421.1,158.82,138.58
1016.847,37.98,84.28,173.02,417.68,159.6,137.92
1017.1913,38.88,85.14,175.32,415.94,158.74,139.36
1017.5356,39.9,84.46,168.76,413.94,157.06,137.56
1017.8799,38.1,84.24,172.38,410.1,157.72,136.84
1018.2242,38.04,83.78,170.2,407,156.24,135.66
1018.5685,37.26,82.28,165.98,399.56,153.22,133.3
1018.9128,37,80,163.44,390.6,149.96,131.12
1019.2571,36.08,78.02,159.04,376.44,145.94,127.14
1019.6014,35.78,77.32,154.7,367.52,141.62,124.7
1019.9457,34.94,72.72,150.6,355.16,137.42,120.78
1020.29,32.92,71.94,144.76,343.16,133.62,118.92
1020.6343,31.7,70.58,142.08,341.26,129.84,116.54
1020.9786,32.62,70.36,140.26,335.26,130.78,113.78
1021.3229,31.58,69.76,138.38,330.94,128.76,113.28
1021.6672,33.52,69.38,137.42,328.56,127.04,112.48
1022.0115,31.18,68.52,137.78,329.04,126,111.76
1022.3558,32.68,70.72,139.06,330.56,127.9,112.68
1022.7001,33.98,70.72,139.5,337.16,129.44,114.32
1023.0444,34.86,70.62,142.22,343.6,132.16,115.34
1023.3887,32.66,71.54,146.18,348.92,132.26,115.84
1023.733,35.32,74.36,148,354.8,136.06,118.58
1024.0773,34.74,73.9,149.22,358.14,137.9,118.4
1024.4216,33.94,74.3,149.54,360,136.72,119.26
1024.7659,34.48,76.02,151.6,362.38,139.98,120.96
1025.1102,33.92,74.86,149.46,358.68,136.96,119.9
1025.4545,33.88,75.06,148.32,357.28,135.72,119.9
1025.7988,34.04,75,147.4,354.8,134.16,119.7
1026.1431,32.1,71.26,144.56,351,132.1,116.72
1026.4874,32.62,70,142.24,347.34,129.72,117.08
1026.8317,32.76,70.9,141.12,344.66,132.06,112.98
1027.176,32.58,70.3,140.9,339.94,127.62,113.14
1027.5203,32.6,69.46,139.68,335.8,125.96,111.02
1027.8646,31.64,70.16,139.5,338.28,126.82,112.46
1028.2089,31.18,68.5,138.56,335.12,125.7,110.14
1028.5532,30.68,68.18,135.14,330.08,125.2,108.92
1028.8975,30.36,68.06,134.98,327.64,123.4,109.76
1029.2418,30.16,67.04,135.72,329.64,123.04,108.06
1029.5861,30.18,67.3,134.72,327.32,121.48,107.4
1029.9304,32.14,66.82,133.44,327.88,122.18,107.76
1030.2747,30.96,69.26,134.42,331.38,121.54,108.2
1030.619,32.62,67.02,135.52,330.66,121.7,108.82
1030.9633,31.14,68.4,134.46,331.26,121.58,106.6
1031.3076,31.24,67.3,134.64,331.3,121.5,107.98
1031.6519,30.1,65.82,134.58,332.12,120.56,105.22
1031.9962,30,65.16,132.48,328.38,120.88,107
1032.3405,30.98,66.02,133.74,327.54,119.08,106.72
1032.6848,28.62,64.82,128.28,323.4,118.18,104
1033.0291,29.06,64.82,127.98,320.64,115.78,102.08
1033.3734,29.22,66.06,126.5,319.16,115.8,102.68
1033.7177,29.54,63.32,128.04,318.38,116.4,101.92
1034.062,29.66,64.34,126.72,315.84,114.64,102.04
1034.4063,27.5,63.22,124.68,314.9,112.1,100.88
1034.7506,29.12,63.7,126.5,312.96,112.98,101.98
1035.0949,29.3,62.44,124.88,316,113.04,101.32
1035.4392,27.5,62.2,123.2,312.94,110.94,98.38
1035.7835,28.7,62.78,123.92,314.44,112.28,100.3
1036.1278,28.2,65.42,125.6,318.14,112.9,101
1036.4721,28.82,62.8,126.96,322.4,113.58,102.34
1036.8164,28.92,64.08,127.64,325.92,115.36,102.54
1037.1607,28.7,65.08,129.26,328.24,114.68,102.92
1037.505,29.38,64.76,128.16,326.74,115.64,102.18
1037.8493,30.48,65.1,127.58,324.92,115.78,103.68
1038.1936,29.86,64.06,124.34,320.34,113.28,99.84
1038.5379,27.96,63.52,124.52,315.28,111.88,97.38
1038.8822,28.44,63.46,124.24,317.26,112.02,98.94
1039.2265,28.48,62.74,122.18,313.9,110.96,97.92
1039.5708,27.44,61.52,121.54,307.58,108.44,96.8
1039.9151,27.82,61.74,120.38,303.84,107,95.12
1040.2594,27.68,59.06,117.42,297.74,106.34,93.7
1040.6037,26.6,58.12,115.1,293.32,104.28,92.62
1040.948,27.46,59.92,115.48,294.64,105.64,95
1041.2923,27.3,56.7,113.88,287.88,103.12,92.12
1041.6366,27.18,57.68,113.72,286.12,102.42,90.66
1041.9809,26.78,57.66,111.82,284.28,99.04,90.16
1042.3252,26.96,56.2,109.82,278.58,98.64,89.9
1042.6695,26.9,56.4,108.7,274.6,97.74,88.4
1043.0138,25.5,54.96,106.92,272.22,96.78,87.1
1043.3581,26.3,55.6,106.28,270.72,95.96,86.94
1043.7024,25.7,55,107.34,270.72,97.68,86.38
1044.0467,25.38,55.18,105.38,266.8,96.08,86.24
1044.391,24.8,54.94,104.48,266.46,94.46,87.84
1044.7353,24.48,53.38,104.52,262.04,92.74,84.52
1045.0796,25.4,53.34,102.84,259.98,93.32,83.84
1045.4239,24.94,52.42,101.42,259.28,91.5,83.26
1045.7682,24.66,51.2,100.26,255.28,91.48,82.74
1046.1125,23.84,50.88,97.8,251.08,88.76,80.96
1046.4568,22.08,49.1,97.22,246.82,88.28,79.98
1046.8011,21.6,48.76,93.22,237.64,85.16,75.7
1047.1454,22.34,47.3,92.42,232.44,81.92,75.46
1047.4897,23.64,47.44,90.34,231.12,83.32,76.38
1047.834,21.98,46.24,90.64,226.68,81.68,73.3
1048.1783,21.42,47.3,88.86,223.16,79.06,74.3
1048.5226,22.82,46.7,86.98,221.42,80.92,73.08
1048.8669,21.16,45.12,87.2,219.2,80,73
1049.2112,22.14,44.58,86.3,218.54,78.72,71.38
1049.5555,21.82,43.92,86.34,216.16,76.7,71.34
1049.8998,21.66,45.22,85.78,214.94,78.8,72.6
1050.2441,20.94,42.96,83.44,211.82,77.86,69.1
1050.5884,21.1,43.3,83.68,210.8,78.1,70.04
1050.9327,21.72,43.64,83.06,210.28,76.5,68.78
1051.277,22.26,43.5,83.16,208.12,76.16,71.02
1051.6213,20.08,41.9,82.4,208.48,75.58,69.4
1051.9656,21,44.06,82.66,209.48,75.9,70.68
1052.3099,21,43.72,83.98,208.48,76.18,69.22
1052.6542,20.14,43.18,82.94,206.86,75.06,69.82
1052.9985,21.94,41.5,81.18,205.48,73.94,68.34
1053.3428,19.48,42.14,79.8,202.76,73.32,67.82
1053.6871,20.96,42.4,80.8,199.64,72.5,66.34
1054.0314,19.76,43.36,77.4,198.52,71.56,67.08
1054.3757,20.74,41.04,77.98,194.12,70.62,65.66
1054.72,20.14,41.12,76.84,192.22,70.6,65.28
1055.0643,20.48,40.28,76.48,185.64,70.76,65.04
1055.4086,18.88,39.2,72.8,182.72,67.44,62.34
1055.7529,18.46,38.18,71.6,178.22,65.78,60.92
1056.0972,18.94,39.68,71.84,176.82,66.38,61.28
1056.4415,17.92,37.62,70.44,174.74,65.4,60.58
1056.7858,18.78,36.18,69.88,173.74,63.04,60.38
1057.1301,18.3,36.38,68.24,172.08,64.42,58.68
1057.4744,18.1,37.12,68.8,168.6,62.58,59.94
1057.8187,16.26,34.8,66.72,167.22,62.52,57.44
1058.163,18.58,35.78,66.9,168.1,61.4,58.2
1058.5073,18,35.36,67.38,164.36,62.06,57.28
1058.8516,18.72,35.62,65.24,163.22,61.02,57.8
1059.1959,17.04,36.2,65.86,161.38,59.7,56.7
1059.5402,17.84,34,64.94,162.6,60.78,56.88
1059.8845,17.24,35.8,65.46,161.54,61.34,55.76
1060.2288,17.92,35.7,66.32,161.44,61.16,56.96
1060.5731,18.18,36.66,64.88,162.08,62.04,57.92
1060.9174,17.86,35.06,65.96,159.68,60.36,57.58
1061.2617,17.9,35.34,64.66,159.52,60.82,55.92
1061.606,17.54,34.66,63.9,155.82,58.48,55.86
1061.9503,17.24,34.84,62.34,154.32,60.14,55.3
1062.2946,17.54,32,60.7,150.52,57.7,54.14
1062.6389,16.04,33.84,61.34,148.88,57.04,54.06
1062.9832,16.42,33.54,62.4,149.58,57.74,54.7
1063.3275,17.6,33.46,61.5,147.2,56.86,54.26
1063.6718,16.88,33.16,59.68,145.94,57.12,53.34
1064.0161,14.76,31.72,58.62,143.2,55.34,51.62
1064.3604,16.18,31.6,59.18,142.08,54.88,52.22
1064.7047,15.72,31.56,58,141.5,55.26,52.28
1065.049,16.12,31.2,57.3,141.94,53.96,50.6
1065.3933,15.16,31.5,56.6,139.98,54.04,49.82
1065.7376,16.36,31.9,58.62,142.32,54.64,50.78
1066.0819,17.26,32.66,58.02,139.82,53.38,51.7
1066.4262,16.28,30.26,56.3,139.88,54.06,50.5
1066.7705,16.5,31.14,56.7,136.5,53.06,51.8
1067.1148,15.1,30.4,55.64,134.12,51.06,50.36
1067.4591,15.48,29.68,55.14,129.54,51.12,48.72
1067.8034,14.48,28.46,52.78,126.48,50.7,46.78
1068.1477,13.62,28,51.26,124.08,47.58,46.1
1068.492,14.92,27.9,51.36,120.54,48.02,46.06
1068.8363,14.74,27.7,50.34,119.32,47.6,45.84
1069.1806,13.86,27.86,50.52,119.78,47.22,44.72
1069.5249,13.2,27,48.78,119.06,46.78,43.76
1069.8692,14.44,26.7,49.84,120.1,47.46,46.2
1070.2135,14.1,27.98,50.66,120.7,48.82,45.28
1070.5578,15.24,26.74,51.04,121.06,47.94,46
1070.9021,13.56,26.26,49.92,118.42,47.28,44.88
1071.2464,13.3,26.44,48.3,118.04,46.44,44.32
1071.5907,14.38,27.38,50.32,118.6,47.22,45.6
1071.935,13.48,27.08,48.26,116.14,45.26,44.36
1072.2793,14.82,26.82,49.52,112.12,45.26,44
1072.6236,13.58,26.44,46.7,110.56,45.16,43.62
1072.9679,13.94,25.36,45.86,106.9,42.06,42.54
1073.3122,12.68,24.46,43.4,105.18,42.36,40.82
1073.6565,13.3,24.96,43.98,103.52,41.5,41.64
1074.0008,12.66,23.6,42.62,100.58,40.52,39.2
1074.3451,12.3,24.16,42.36,99.38,40.72,39.94
1074.6894,11.92,23.84,43.4,100.94,40.7,39.38
1075.0337,11.66,23.94,40.78,98.42,39.5,38.9
1075.378,12.28,24.1,42.04,97,39.64,38.38
1075.7223,12.64,22.88,41.2,96.54,40.72,39.3
1076.0666,12.52,23.24,42.48,96.42,40.64,38.86
1076.4109,12.64,23.96,40.22,94.72,40.02,39.68
1076.7552,11.98,22.68,41.06,92.44,39.4,38.88
1077.0995,10.08,23.7,38.96,90.82,37.64,37
1077.4438,12.28,22.58,39.32,91.54,39.46,39.54
1077.7881,11.64,21.5,37.72,89.74,37.38,38.02
1078.1324,11.46,22.58,38.06,89.16,36.96,36.7
1078.4767,11.64,23.34,38.68,87.82,37.26,36.66
1078.821,10.96,20.64,37.34,87.06,36.2,36.86
1079.1653,12.4,22.02,37.6,86.72,37.02,37.12
1079.5096,11.38,21.98,36.84,85.84,36.52,36.96
1079.8539,11.84,21.68,36.24,84.24,35.78,35.3
1080.1982,11.16,20.4,36.06,82.56,36.02,35.94
1080.5425,11.66,21.46,37.14,82.58,36.14,36.4
1080.8868,11.9,20.48,35.66,80.54,35.02,34.64
1081.2311,11.3,20.84,35,78.48,35.1,34.38
1081.5754,10.76,19.82,34.46,76.7,33.1,32.98
1081.9197,10.06,19.28,33.52,77.14,34.46,33.48
1082.264,9.5,19.28,32.4,76.08,32.98,33.2
1082.6083,10.56,19.24,33.1,75.68,32.34,32.6
1082.9526,10.54,19.38,33.26,74.76,32.48,33.38
1083.2969,9.72,18.7,34.22,73.9,31.6,32.3
1083.6412,10.98,18.42,32.68,73.76,32.52,32.56
1083.9855,11,19.22,32.22,72.6,33.34,33.48
1084.3298,10.52,19.4,34.22,71.7,33.02,33.6
1084.6741,10.08,18.2,31.48,70.86,31.36,32.42
1085.0184,8.92,18.58,30.92,69.8,30.22,31.48
1085.3627,10.02,18.54,30.96,68.04,31,30.5
1085.707,9.54,17.96,30.58,68.44,30.88,31.14
1086.0513,9.52,17.58,30.98,67.28,30.14,30.2
1086.3956,8.98,16.82,28.44,65.88,29.26,29.42
1086.7399,9.88,17.62,29.96,66.56,29.5,30.34
1087.0842,8.5,17.54,28.88,64.72,29.28,30.22
1087.4285,8.9,17.22,28.62,64.04,27.86,29.02
1087.7728,7.52,16.26,27.86,62.22,28.14,28.08
1088.1171,9.82,16.86,28.44,64.24,28.62,29.52
1088.4614,8.94,18.24,29.32,63.34,28.3,29.28
1088.8057,8.78,16.9,28.08,63.34,28.42,29
1089.15,8.64,15.98,26.44,61.46,27.98,29.22
